Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,,-9999
1,1,MIN,Ron Yary HOF,T,22,1982,6,7,12,104,104,207,0,0,0,0,0,0,0,0,1,5,0,,,USC,College Stats,YaryRo00
1,2,CIN,Bob Johnson,C,22,1979,0,1,10,62,62,154,0,0,0,0,0,0,0,0,1,3,0,,,Tennessee,College Stats,JohnBo01
1,3,ATL,Claude Humphrey HOF,DE,24,1981,2,6,10,84,77,171,0,0,0,0,0,0,0,0,0,0,0,2,130.0,Tennessee St.,,HumpCl00
1,4,SDG,Russ Washington,T,21,1982,0,5,14,86,86,200,0,0,0,0,0,0,0,0,0,0,0,,2.0,Missouri,,WashRu00
1,5,GNB,Fred Carr,LB,22,1977,0,3,8,60,60,140,0,0,0,0,0,0,0,0,0,0,0,8,13.0,Texas-El Paso,,CarrFr00
1,6,BOS,Dennis Byrd,DE,22,1968,0,0,1,5,5,14,0,0,0,0,0,0,0,0,0,0,0,,3.5,North Carolina St.,College Stats,ByrdDe20
1,7,NOR,Kevin Hardy,DT,23,1972,0,0,1,8,,45,0,0,0,0,0,0,0,0,0,0,0,,5.0,Notre Dame,College Stats,HardKe20
1,8,MIA,Larry Csonka HOF,RB,21,1979,2,5,11,75,69,146,0,0,0,0,0,1891,8081,64,106,820,4,,,Syracuse,College Stats,CsonLa00
1,9,BUF,Haven Moses,WR,22,1981,0,2,12,61,14,199,0,0,0,0,0,18,43,1,448,8091,56,,,San Diego St.,,MoseHa00
1,10,PIT,Mike Taylor,T,23,1973,0,0,1,12,6,46,0,0,0,0,0,0,0,0,0,0,0,,,USC,,TaylMi21
1,11,DET,Greg Landry,QB,21,1984,0,1,6,80,73,146,1276,2300,16052,98,103,430,2655,21,0,0,0,,,Massachusetts,,LandGr00
1,12,WAS,Jim Smith,DB,21,1968,0,0,1,5,5,14,0,0,0,0,0,0,0,0,0,0,0,,,Oregon,,SmitJi21
1,13,STL,MacArthur Lane,RB,26,1978,0,1,6,64,23,133,3,5,42,1,0,1206,4656,30,287,2786,7,,,Utah St.,College Stats,LaneMa00
1,14,PHI,Tim Rossovich,LB,22,1976,0,1,5,25,19,88,0,0,0,0,0,0,0,0,0,0,0,3,14.5,USC,College Stats,RossTi00
1,15,SFO,Forrest Blue,C,23,1978,3,4,6,66,56,148,0,0,0,0,0,0,0,0,0,0,0,,,Auburn,,BlueFo00
1,16,CHI,Mike Hull,RB,23,1974,0,0,0,3,3,89,0,0,0,0,0,77,207,1,29,127,0,,,USC,College Stats,HullMi00
1,17,NYJ,Lee White,RB,22,1972,0,0,0,5,4,44,0,0,0,0,0,123,389,0,16,143,1,,,Weber St.,,WhitLe00
1,18,SDG,Jim Hill,DB,21,1975,0,0,6,35,15,94,0,0,0,0,0,0,0,0,0,0,0,19,,Texas A&M-Kingsville,,HillJi21
1,19,KAN,Mo Moorman,G,23,1973,0,0,6,31,31,72,0,0,0,0,0,0,0,0,1,-1,0,,,Texas A&M,,MoorMo20
1,20,DAL,Dennis Homan,WR,22,1972,0,0,1,7,5,46,0,0,0,0,0,2,-3,0,37,619,2,,,Alabama,College Stats,HomaDe00
1,21,CLE,Marvin Upshaw,DE,21,1976,0,0,5,37,7,99,0,0,0,0,0,0,0,0,0,0,0,2,30.5,Trinity (TX),,UpshMa20
1,22,KAN,George Daney,G,22,1974,0,0,1,19,19,97,0,0,0,0,0,0,0,0,0,0,0,,,Texas-El Paso,,DaneGe20
1,23,BAL,John Williams,T,22,1979,0,0,9,59,21,166,0,0,0,0,0,0,0,0,0,0,0,,,Minnesota,College Stats,WillJo26
1,24,DET,Earl McCullouch,WR,22,1974,0,0,4,29,29,75,1,1,23,0,0,8,29,0,124,2319,19,,,USC,College Stats,McCuEa00
1,25,OAK,Eldridge Dickey,WR,22,1971,0,0,0,1,1,18,0,0,0,0,0,0,0,0,5,112,1,,,Tennessee St.,,DickEl00
1,26,GNB,Bill Lueck,G,22,1975,0,0,7,33,30,101,0,0,0,0,0,0,0,0,0,0,0,,,Arizona,,LuecBi20
1,27,MIA,Doug Crusan,T,22,1974,0,0,5,31,31,82,0,0,0,0,0,0,0,0,0,0,0,,,Indiana,College Stats,CrusDo20
2,28,CIN,Bill Staley,DT,21,1972,0,0,4,20,8,49,0,0,0,0,0,0,0,0,0,0,0,,10.5,Utah St.,,StalBi20
2,29,ATL,Carlton Dabney,DT,21,1968,0,0,1,4,4,14,0,0,0,0,0,0,0,0,0,0,0,1,3.0,Morgan St.,,DabnCa20
2,30,RAM,Gary Beban,QB,22,1969,0,0,0,0,,5,0,1,0,0,0,5,18,0,1,12,0,,,UCLA,College Stats,BebaGa00
2,31,DEN,Curley Culp HOF,DT,22,1981,1,6,11,80,,179,0,0,0,0,0,0,0,0,0,0,0,1,68.5,Arizona St.,,CulpCu00
2,32,BOS,Tom Funchess,T,23,1974,0,0,6,24,13,87,0,0,0,0,0,0,0,0,0,0,0,,,Jackson St.,,FuncTo20
2,33,MIN,Charlie West,DB,22,1979,0,0,6,45,22,161,0,0,0,0,0,0,0,0,0,0,0,15,0.5,Texas-El Paso,,WestCh20
