Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,,-9999
1,21,DET,Bob Bell,DT,23,1978,0,0,4,29,12,100,0,0,0,0,0,0,0,0,0,0,0,,28.0,Cincinnati,,BellBo20
1,22,BAL,Don McCauley,RB,22,1981,0,0,2,45,45,156,1,2,11,1,0,770,2627,40,333,3026,17,,,North Carolina,College Stats,McCaDo00
1,23,SFO,William Anderson,DB,22,1976,0,0,0,3,2,15,0,0,0,0,0,0,0,0,0,0,0,,,Ohio St.,,AndeWi21
1,24,MIN,Leo Hayden,RB,23,1973,0,0,0,0,0,13,0,0,0,0,0,8,11,1,1,17,0,,,Ohio St.,College Stats,HaydLe00
1,25,DAL,Tody Smith,DE,22,1976,0,0,4,27,5,69,0,0,0,0,0,0,0,0,0,0,0,1,26.0,USC,,SmitTo20
1,26,BAL,Lenny Dunlap,DB,22,1975,0,0,2,14,2,46,0,0,0,0,0,0,0,0,0,0,0,5,,North Texas,,DunlLe20
2,27,NWE,Julius Adams,DE,23,1987,0,1,12,60,60,206,0,0,0,0,0,0,0,0,0,0,0,,80.5,Texas Southern,,AdamJu00
2,28,CHI,Jim Harrison,RB,22,1974,0,0,2,11,11,38,0,0,0,0,0,308,1099,4,36,286,3,,,Missouri,College Stats,HarrJi00
2,29,BUF,Jan White,TE,22,1972,0,0,2,3,3,27,0,0,0,0,0,0,0,0,25,278,2,,,Ohio St.,College Stats,WhitJa01
2,30,DET,Dave Thompson,T,22,1975,0,0,2,17,11,56,0,0,0,0,0,0,0,0,0,0,0,,,Clemson,,ThomDa23
2,31,NOR,Sam Holden,T,24,1971,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,,,Grambling St.,,HoldSa20
2,32,NYJ,John Mooring,T,24,1974,0,0,0,12,11,53,0,0,0,0,0,0,0,0,0,0,0,,,Tampa,,MoorJo20
2,33,ATL,Ken Burrow,WR,23,1975,0,0,5,27,27,64,0,0,0,0,0,6,25,0,152,2668,21,,,San Diego St.,College Stats,BurrKe01
2,34,PIT,Jack Ham HOF,LB,22,1982,6,8,12,113,113,162,0,0,0,0,0,0,0,0,0,0,0,32,25.5,Penn St.,College Stats,HamxJa00
2,35,DEN,Dwight Harrison,DB,22,1980,0,0,5,34,5,108,0,0,0,0,0,6,45,0,20,281,2,19,,Texas A&M-Kingsville,,HarrDw20
2,36,CHI,Charlie Ford,DB,22,1975,0,0,3,27,21,60,0,0,0,0,0,0,0,0,0,0,0,15,,Houston,,FordCh20
2,37,SFO,Ernie Janet,G,22,1975,0,0,1,7,,31,0,0,0,0,0,0,0,0,0,0,0,,,Washington,College Stats,JaneEr20
2,38,WAS,Cotton Speyrer,WR,22,1975,0,0,1,7,,36,1,1,54,1,0,1,1,0,34,535,5,,,Texas,College Stats,SpeyCo00
2,39,KAN,Wilbur Young,DE,22,1982,0,0,7,44,28,153,0,0,0,0,0,0,0,0,0,0,0,2,59.5,William Penn,,YounWi20
2,40,CLE,Bo Cornell,LB,22,1977,0,0,2,21,8,96,0,0,0,0,0,22,33,0,3,25,0,,4.0,Washington,College Stats,CornBo20
2,41,CIN,Steve Lawson,G,22,1977,0,0,2,24,2,64,0,0,0,0,0,0,0,0,0,0,0,,,Kansas,,LawsSt20
2,42,KAN,Scott Lewis,DE,,,0,0,0,,,,,,,,,,,,,,,,,Grambling St.,,-9999
2,43,STL,Dan Dierdorf HOF,T,22,1983,3,6,10,82,82,160,0,0,0,0,0,0,0,0,0,0,0,,,Michigan,College Stats,DierDa00
2,44,NYG,Wayne Walton,T,22,1974,0,0,0,6,2,37,0,0,0,0,0,0,0,0,0,0,0,,,Abilene Christian,,WaltWa20
2,45,OAK,Phil Villapiano,LB,22,1983,0,4,8,66,64,163,0,0,0,0,0,0,0,0,0,0,0,11,15.0,Bowling Green,College Stats,VillPh00
2,46,GNB,Virgil Robinson,RB,23,1972,0,0,0,2,,14,0,0,0,0,0,34,97,1,12,53,1,,,Grambling St.,,RobiVi00
2,47,MIA,Otto Stowe,WR,22,1974,0,0,1,12,6,36,0,0,0,0,0,4,29,0,43,742,10,,,Iowa St.,College Stats,StowOt00
2,48,DET,Charlie Weaver,LB,22,1981,0,0,8,53,53,147,0,0,0,0,0,0,0,0,0,0,0,15,24.0,USC,College Stats,WeavCh20
2,49,SFO,Joe Orduna,RB,22,1974,0,0,0,2,,39,0,0,0,0,0,74,236,3,11,58,1,,,Nebraska,College Stats,OrduJo00
2,50,PHI,Henry Allison,G,24,1977,0,0,1,16,5,55,0,0,0,0,0,0,0,0,0,0,0,,,San Diego St.,,AlliHe20
2,51,DAL,Ike Thomas,DB,23,1975,0,0,0,9,3,37,0,0,0,0,0,0,0,0,0,0,0,2,,Bishop,,ThomIk20
2,52,BAL,Bill Atessis,DE,22,1971,0,0,0,2,,5,0,0,0,0,0,0,0,0,0,0,0,,,Texas,College Stats,AtesBi20
3,53,BUF,Bruce Jarvis,C,22,1974,0,0,2,9,9,24,0,0,0,0,0,0,0,0,0,0,0,,,Washington,,JarvBr20
3,54,NOR,Bivian Lee,DB,23,1975,0,0,1,17,17,65,0,0,0,0,0,0,0,0,0,0,0,9,,Prairie View A&M,,LeexBi22
3,55,SFO,Sam Dickerson,WR,,,0,0,0,,,,,,,,,,,,,,,,,USC,College Stats,-9999
3,56,HOU,Lynn Dickey,QB,21,1985,0,0,8,67,4,152,1747,3125,23322,141,179,140,121,9,0,0,0,,,Kansas St.,College Stats,DickLy00
3,57,BUF,Jim Braxton,RB,22,1978,0,0,4,37,36,90,1,3,49,0,0,741,2890,25,144,1473,6,,,West Virginia,College Stats,BraxJi00
3,58,NYJ,Chris Farasopoulos,DB,22,1974,0,0,2,12,12,42,0,0,0,0,0,0,0,0,0,0,0,4,0.5,BYU,,FaraCh20
3,59,ATL,Leo Hart,QB,22,1972,0,0,0,0,0,3,6,16,53,0,3,5,19,0,0,0,0,,,Duke,College Stats,HartLe00
3,60,PIT,Steve Davis,RB,22,1976,0,0,1,13,8,65,0,0,0,0,0,322,1305,9,33,301,2,,,Delaware St.,,DaviSt01
3,61,STL,Jim Livesay,WR,,,0,0,0,,,,,,,,,,,,,,,,,Richmond,College Stats,-9999
3,62,GNB,Charlie Hall,DB,23,1976,0,0,0,13,13,83,0,0,0,0,0,0,0,0,1,18,0,2,,Pittsburgh,,HallCh21
3,63,RAM,Dave Elmendorf,DB,22,1979,0,0,9,58,58,130,0,0,0,0,0,0,0,0,0,0,0,27,5.0,Texas A&M,College Stats,ElmeDa20
3,64,CHI,Tony McGee,DE,22,1984,0,0,5,38,14,202,0,0,0,0,0,0,0,0,0,0,0,,103.0,Bishop,,McGeTo20
3,65,SDG,Mike Montgomery,RB,22,1974,0,0,0,11,6,37,4,10,111,1,0,96,297,2,59,835,7,,,Kansas St.,College Stats,MontMi00
3,66,CLE,Paul Staroba,WR,22,1973,0,0,0,0,0,10,0,0,0,0,0,1,11,0,2,42,1,,,Michigan,College Stats,StarPa00
3,67,CIN,Ken Anderson,QB,22,1986,1,4,13,120,120,192,2654,4475,32838,197,160,397,2220,20,0,0,0,,,Augustana (IL),,AndeKe00
3,68,CLE,Charlie Hall,LB,22,1980,0,0,9,48,48,146,0,0,0,0,0,0,0,0,0,0,0,13,6.5,Houston,,HallCh20
3,69,DAL,Sam Scarber,RB,22,1976,0,0,0,4,,25,0,0,0,0,0,76,304,2,26,164,2,,,New Mexico,College Stats,ScarSa00
3,70,NYG,Ron Hornsby,LB,22,1974,0,0,2,13,13,49,0,0,0,0,0,0,0,0,0,0,0,1,2.0,Southeastern Louisiana,,HornRo21
3,71,CHI,Bob Newton,G,22,1981,0,0,7,45,13,142,0,0,0,0,0,0,0,0,0,0,0,,,Nebraska,College Stats,NewtBo20
3,72,DET,Al Clark,DB,23,1976,0,0,2,20,3,69,0,0,0,0,0,0,0,0,0,0,0,3,,Eastern Michigan,,ClarAl20
3,73,OAK,Warren Koegel,C,21,1974,0,0,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,,,Penn St.,,KoegWa20
3,74,MIA,Dale Farley,LB,21,1973,0,0,0,5,3,13,0,0,0,0,0,0,0,0,0,0,0,1,,West Virginia,,FarlDa20
3,75,SFO,Willie Parker,C,22,1980,0,0,3,25,,94,0,0,0,0,0,0,0,0,0,0,0,,,North Texas,,ParkWi20
3,76,MIN,Eddie Hackett,WR,,,0,0,0,,,,,,,,,,,,,,,,,Alcorn St.,,-9999
3,77,DAL,Bill Gregory,DE,21,1980,0,0,3,32,16,142,0,0,0,0,0,0,0,0,0,0,0,2,41.5,Wisconsin,,GregBi20
3,78,BAL,Karl Douglas,QB,,,0,0,0,,,,,,,,,,,,,,,,,Texas A&M-Kingsville,,-9999
4,79,DEN,Lyle Alzado,DE,22,1985,2,2,14,85,50,196,0,0,0,0,0,0,0,0,0,0,0,,112.0,Yankton,,AlzaLy00
4,80,DAL,Joe Carter,TE,,,0,0,0,,,,,,,,,,,,,,,,,Grambling St.,,-9999
4,81,HOU,Larron Jackson,G,22,1976,0,0,6,30,,83,0,0,0,0,0,0,0,0,1,-2,0,,,Missouri,,JackLa21
4,82,NOR,Carlos Bell,TE,23,1971,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,Houston,College Stats,BellCa20
4,83,PHI,Happy Feller,K,22,1973,0,0,0,-3,-2,21,0,0,0,0,0,0,0,0,0,0,0,,,Texas,,FellHa20
4,84,NYJ,Willie Zapalac,LB,23,1973,0,0,0,8,8,33,0,0,0,0,0,0,0,0,0,0,0,,1.0,Texas,,ZapaWi20
4,85,ATL,Mike Potchad,T,,,0,0,0,,,,,,,,,,,,,,,,,Pittsburg St.,,-9999
4,86,PIT,Gerry Mullins,G,22,1979,0,0,5,45,45,124,0,0,0,0,0,0,0,0,2,10,2,,,USC,College Stats,MullGe21
4,87,DEN,Cleo Johnson,DB,,,0,0,0,,,,,,,,,,,,,,,,,Alcorn St.,,-9999
4,88,NOR,Richard Winther,C,23,1972,0,0,0,5,2,16,0,0,0,0,0,0,0,0,0,0,0,,,Mississippi,,WintRi20
4,89,CHI,Jerry Moore,DB,22,1974,0,0,2,15,12,43,0,0,0,0,0,0,0,0,0,0,0,2,,Arkansas,,MoorJe21
4,90,RAM,Steve Worster,RB,,,0,0,0,,,,,,,,,,,,,,,,,Texas,College Stats,-9999
4,91,NOR,Dee Martin,DB,22,1971,0,0,1,6,6,14,0,0,0,0,0,0,0,0,0,0,0,3,,Kentucky St.,,MartDe20
4,92,CLE,Bubba Pena,G,22,1972,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,,,Massachusetts,,PenaBu20
4,93,CIN,Fred Willis,RB,23,1976,0,0,3,32,10,77,2,7,24,0,1,780,2831,18,203,1380,5,,,Boston Col.,College Stats,WillFr00
4,94,KAN,David Robinson,TE,,,0,0,0,,,,,,,,,,,,,,,,,Jacksonville St.,,-9999
4,95,STL,Larry Willingham,DB,22,1972,0,0,0,5,5,20,0,0,0,0,0,0,0,0,0,0,0,,0.5,Auburn,College Stats,WillLa22
4,96,NYG,Dave Tipton,DE,22,1976,0,0,1,12,5,62,0,0,0,0,0,0,0,0,0,0,0,,6.0,Stanford,,TiptDa20
4,97,OAK,Clarence Davis,RB,22,1978,0,0,4,43,43,89,0,0,0,0,0,804,3640,26,99,865,2,,,USC,College Stats,DaviCl00
4,98,NOR,Don Morrison,T,21,1979,0,0,7,34,31,123,0,0,0,0,0,0,0,0,0,0,0,,,Texas-Arlington,,MorrDo22
4,99,MIA,Joe Theismann,QB,21,1985,1,2,8,89,,167,2044,3602,25206,160,138,355,1815,17,0,0,0,,,Notre Dame,College Stats,TheiJo00
4,100,DET,Larry Woods,DT,23,1976,0,0,1,11,5,47,0,0,0,0,0,0,0,0,0,0,0,,5.0,Tennessee St.,,WoodLa20
4,101,SFO,Tony Harris,DB,22,1971,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,,,Toledo,College Stats,HarrTo20
4,102,MIN,Vince Clements,RB,22,1973,0,0,0,7,,16,0,0,0,0,0,103,435,1,24,247,1,,,Connecticut,,ClemVi00
4,103,DAL,Adam Mitchell,T,,,0,0,0,,,,,,,,,,,,,,,,,Mississippi,,-9999
4,104,PIT,Dwight White,DE,22,1980,0,2,8,63,63,126,0,0,0,0,0,0,0,0,0,0,0,4,55.0,Texas A&M-Commerce,,WhitDw00
5,105,NWE,Tim Kelly,LB,,,0,0,0,,,,,,,,,,,,,,,,,Notre Dame,,-9999
5,106,PIT,Larry Brown,T,22,1984,0,1,9,52,52,167,0,0,0,0,0,0,0,0,48,636,5,,,Kansas,College Stats,BrowLa00
5,107,BUF,Donnie Green,T,23,1978,0,0,6,31,28,92,0,0,0,0,0,0,0,0,1,0,0,,,Purdue,,GreeDo20
5,108,PHI,Tom Shellabarger,T,,,0,0,0,,,,,,,,,,,,,,,,,San Diego St.,,-9999
5,109,HOU,Willie Armstrong,RB,,,0,0,0,,,,,,,,,,,,,,,,,Grambling St.,,-9999
5,110,CIN,Art May,DE,22,1971,0,0,0,3,,11,0,0,0,0,0,0,0,0,0,0,0,,2.5,Tuskegee,,MayxAr20
5,111,ATL,Ray Jarvis,WR,22,1979,0,0,3,18,0,82,0,0,0,0,0,2,13,0,104,1832,11,,,Norfolk St.,,JarvRa00
5,112,PIT,Mel Holmes,G,21,1973,0,0,0,4,4,29,0,0,0,0,0,0,0,0,0,0,0,,,North Carolina A&T,,HolmMe20
5,113,BUF,Tim Beamer,DB,23,1971,0,0,0,1,1,12,0,0,0,0,0,0,0,0,0,0,0,,,Illinois,,BeamTi20
5,114,SFO,Dean Shaternick,T,,,0,0,0,,,,,,,,,,,,,,,,,Kansas St.,,-9999
5,115,SDG,Bryant Salter,DB,21,1976,0,0,3,23,13,71,0,0,0,0,0,0,0,0,0,0,0,17,,Pittsburgh,,SaltBr20
5,116,GNB,Donnell Smith,DE,22,1974,0,0,0,8,2,25,0,0,0,0,0,0,0,0,0,0,0,,4.0,Southern,,SmitDo24
5,117,SDG,Ray White,LB,22,1976,0,0,0,7,3,38,0,0,0,0,0,0,0,0,0,0,0,2,1.5,Syracuse,College Stats,WhitRa21
5,118,CLE,Stan Brown,WR,22,1971,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,,,Purdue,College Stats,BrowSt20
5,119,SDG,Phil Asack,DE,,,0,0,0,,,,,,,,,,,,,,,,,Duke,,-9999
5,120,KAN,Mike Adamle,RB,21,1976,0,0,0,11,3,76,2,2,57,0,0,308,1149,4,53,368,2,,,Northwestern,College Stats,AdamMi01
5,121,STL,Rocky Wallace,LB,,,0,0,0,,,,,,,,,,,,,,,,,Missouri,,-9999
5,122,SFO,George Wells,LB,,,0,0,0,,,,,,,,,,,,,,,,,New Mexico St.,,-9999
5,123,OAK,Bob Moore,TE,22,1978,0,0,4,14,12,93,0,0,0,0,0,2,23,0,114,1262,7,,,Stanford,College Stats,MoorBo01
5,124,GNB,Jim Stillwagon,LB,,,0,0,0,,,,,,,,,,,,,,,,,Ohio St.,College Stats,-9999
5,125,DET,Pete Newell,G,,,0,0,0,,,,,,,,,,,,,,,,,Michigan,,-9999
5,126,PIT,Ralph Anderson,DB,22,1973,0,0,2,14,8,34,0,0,0,0,0,0,0,0,0,0,0,6,1.0,West Texas A&M,,AndeRa20
5,127,SFO,Marty Huff,LB,22,1972,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,,,Michigan,,HuffMa20
5,128,PIT,Fred Brister,LB,,,0,0,0,,,,,,,,,,,,,,,,,Mississippi,,-9999
5,129,DAL,Ron Kadziel,LB,22,1972,0,0,0,1,,14,0,0,0,0,0,0,0,0,0,0,0,,,Stanford,College Stats,KadzRo20
5,130,BAL,John Andrews,TE,22,1974,0,0,0,0,0,23,0,0,0,0,0,5,6,0,1,1,1,,,Indiana,College Stats,AndrJo00
6,131,NWE,David Hardt,TE,,,0,0,0,,,,,,,,,,,,,,,,,Kentucky,,-9999
6,132,NOR,Don Moorhead,RB,,,0,0,0,,,,,,,,,,,,,,,,,Michigan,College Stats,-9999
6,133,PHI,Jack Smith,DB,23,1971,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,,,Troy,,SmitJa21
6,134,HOU,Willie Alexander,DB,21,1979,0,0,8,36,36,122,0,0,0,0,0,0,0,0,0,0,0,23,1.0,Alcorn St.,,AlexWi20
6,135,CHI,Earl Thomas,WR,22,1976,0,0,4,22,10,71,0,1,0,0,1,6,18,0,106,1651,14,,,Houston,College Stats,ThomEa00
6,136,NYJ,Phil Wise,DB,22,1979,0,0,3,24,15,92,0,0,0,0,0,0,0,0,0,0,0,6,4.0,Nebraska-Omaha,,WisePh20
6,137,ATL,Tom Hayes,DB,25,1976,0,0,5,31,27,78,0,0,0,0,0,0,0,0,0,0,0,19,,San Diego St.,,HayeTo20
6,138,PIT,Craig Hanneman,DE,22,1975,0,0,0,14,10,47,0,0,0,0,0,0,0,0,0,0,0,,5.0,Oregon St.,,HannCr20
6,139,DEN,Harold Phillips,DB,,,0,0,0,,,,,,,,,,,,,,,,,Michigan St.,,-9999
6,140,GNB,Scott Hunter,QB,23,1979,0,0,4,20,14,64,335,748,4756,23,38,95,204,13,0,0,0,,,Alabama,College Stats,HuntSc00
6,141,WAS,Conway Hayman,G,22,1980,0,0,3,22,,77,0,0,0,0,0,0,0,0,0,0,0,,,Delaware,,HaymCo20
6,142,CLE,Doug Dieken,T,22,1984,0,1,13,69,69,203,0,0,0,0,0,0,0,0,1,14,1,,,Illinois,College Stats,DiekDo00
6,143,SDG,Jacob Mayes,RB,,,0,0,0,,,,,,,,,,,,,,,,,Tennessee St.,,-9999
6,144,CLE,Jay Dixon,DE,,,0,0,0,,,,,,,,,,,,,,,,,Boston Univ.,,-9999
6,145,BUF,Bill McKinley,DE,22,1971,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,,,Arizona,,McKiBi20
6,146,KAN,Kerry Reardon,DB,22,1976,0,0,2,17,17,58,0,0,0,0,0,0,0,0,0,0,0,14,,Iowa,College Stats,RearKe20
6,147,STL,Mel Gray,WR,22,1982,1,4,8,61,61,145,0,0,0,0,0,15,154,1,351,6644,45,,,Missouri,College Stats,GrayMe01
6,148,ATL,Ray Brown,DB,22,1980,0,0,10,52,41,137,0,0,0,0,0,0,0,0,0,0,0,38,2.5,West Texas A&M,,BrowRa22
6,149,OAK,Greg Slough,LB,23,1972,0,0,0,6,6,22,0,0,0,0,0,0,0,0,0,0,0,,,USC,,SlouGr20
6,150,DET,Frank Harris,QB,,,0,0,0,,,,,,,,,,,,,,,,,Boston Col.,College Stats,-9999
6,151,MIA,Dennis Coleman,LB,22,1971,0,0,0,3,,9,0,0,0,0,0,0,0,0,0,0,0,,,Mississippi,,ColeDe20
6,152,DET,Herman Franklin,WR,,,0,0,0,,,,,,,,,,,,,,,,,USC,,-9999
6,153,SFO,Al Bresler,WR,,,0,0,0,,,,,,,,,,,,,,,,,Auburn,College Stats,-9999
6,154,PHI,Wyck Neely,DB,,,0,0,0,,,,,,,,,,,,,,,,,Mississippi,,-9999
6,155,DAL,Steve Maier,WR,,,0,0,0,,,,,,,,,,,,,,,,,Northern Arizona,,-9999
6,156,BAL,Ken Frith,DT,,,0,0,0,,,,,,,,,,,,,,,,,La-Monroe,,-9999
7,157,OAK,Don Martin,DB,21,1976,0,0,0,4,,29,0,0,0,0,0,0,0,0,0,0,0,,,Yale,,MartDo20
7,158,NOR,Larry DiNardo,G,,,0,0,0,,,,,,,,,,,,,,,,,Notre Dame,College Stats,-9999
7,159,HOU,Phil Croyle,LB,21,1973,0,0,1,8,6,31,0,0,0,0,0,0,0,0,0,0,0,,,California,,CroyPh20
7,160,BUF,Bob Chandler,WR,22,1982,0,0,7,50,41,145,0,1,0,0,0,11,18,0,370,5243,48,,,USC,College Stats,ChanBo00
7,161,PHI,Harold Carmichael HOF,WR,21,1984,0,4,11,79,79,182,1,4,45,1,0,9,64,0,590,8985,79,,,Southern,,CarmHa00
7,162,NYJ,Scott Palmer,DT,22,1972,0,0,0,3,1,7,0,0,0,0,0,0,0,0,0,0,0,,,Texas,,PalmSc20
7,163,ATL,Wes Chesson,WR,22,1974,0,0,2,7,7,43,0,0,0,0,0,1,-4,0,40,598,2,,,Duke,College Stats,ChesWe00
7,164,PIT,Worthy McClure,T,,,0,0,0,,,,,,,,,,,,,,,,,Mississippi,,-9999
7,165,DEN,Doug Adams,LB,21,1974,0,0,1,12,,49,0,0,0,0,0,0,0,0,0,0,0,3,0.5,Ohio St.,,AdamDo20
7,166,WAS,Willie Germany,DB,23,1976,0,0,1,14,,42,0,0,0,0,0,0,0,0,0,0,0,2,,Morgan St.,,GermWi20
7,167,CHI,Buddy Lee,QB,,,0,0,0,,,,,,,,,,,,,,,,,LSU,College Stats,-9999
7,168,GNB,Dave Davis,WR,23,1974,0,0,0,3,3,33,0,0,0,0,0,2,0,0,11,192,1,,,Tennessee St.,,DaviDa00
7,169,SDG,Chuck Dicus,WR,22,1972,0,0,1,4,4,24,0,0,0,0,0,2,-13,0,24,316,3,,,Arkansas,College Stats,DicuCh00
7,170,CLE,Bob Jacobs,K,,,0,0,0,,,,,,,,,,,,,,,,,Wyoming,,-9999
7,171,CIN,Neal Craig,DB,23,1976,0,0,5,33,20,79,0,0,0,0,0,0,0,0,1,1,0,8,2.5,Fisk,,CraiNe20
7,172,NOR,Bob Newland,WR,22,1974,0,0,3,18,18,56,0,0,0,0,0,1,6,0,124,1877,8,,,Oregon,College Stats,NewlBo00
7,173,STL,James Cooch,DB,,,0,0,0,,,,,,,,,,,,,,,,,Colorado,,-9999
7,174,HOU,Larry Watson,T,,,0,0,0,,,,,,,,,,,,,,,,,Morgan St.,,-9999
7,175,GNB,James Johnson,WR,,,0,0,0,,,,,,,,,,,,,,,,,Bishop,,-9999
7,176,CHI,Dennis Ferris,RB,,,0,0,0,,,,,,,,,,,,,,,,,Pittsburgh,College Stats,-9999
7,177,DET,Brownie Wheless,T,,,0,0,0,,,,,,,,,,,,,,,,,Rice,,-9999
7,178,MIA,Ron Dickerson,DB,,,0,0,0,,,,,,,,,,,,,,,,,Kansas St.,,-9999
7,179,SFO,John Watson,G,22,1979,0,0,3,29,25,95,0,0,0,0,0,0,0,0,0,0,0,,,Oklahoma,,WatsJo21
7,180,MIN,Gene Mack,LB,,,0,0,0,,,,,,,,,,,,,,,,,Texas-El Paso,,-9999
7,181,DAL,Bill Griffin,T,,,0,0,0,,,,,,,,,,,,,,,,,Catawba,,-9999
7,182,BAL,Gordon Bowdell,WR,22,1971,0,0,0,0,,2,0,0,0,0,0,0,0,0,1,19,0,,,Michigan St.,College Stats,BowdGo00
8,183,BUF,Louis Ross,DE,24,1975,0,0,0,3,3,20,0,0,0,0,0,0,0,0,0,0,0,,,South Carolina St.,,RossLo20
8,184,PIT,Larry Crowe,RB,21,1975,0,0,0,0,,6,0,0,0,0,0,1,2,0,0,0,0,,,Texas Southern,,CrowLa00
8,185,BUF,Tyrone Walls,RB,,,0,0,0,,,,,,,,,,,,,,,,,Missouri,College Stats,-9999
8,186,PHI,Len Gotshalk,T,21,1976,0,0,3,18,,66,0,0,0,0,0,0,0,0,0,0,0,,,Humboldt St.,,GotsLe20
8,187,DEN,Tom Beard,C,23,1972,0,0,0,1,,12,0,0,0,0,0,0,0,0,0,0,0,,,Michigan St.,,BearTo20
8,188,NYJ,Roy Kirksey,G,23,1974,0,0,0,11,6,34,0,0,0,0,0,0,0,0,0,0,0,,,MD-Eastern Shore,,KirkRo20
8,189,ATL,Dennis Havig,G,22,1977,0,0,4,26,22,76,0,0,0,0,0,0,0,0,0,0,0,,,Colorado,,HaviDe20
8,190,PIT,Paul Rogers,K,,,0,0,0,,,,,,,,,,,,,,,,,Nebraska,,-9999
8,191,KAN,Mike Sensibaugh,DB,22,1978,0,0,6,39,30,92,0,0,0,0,0,0,0,0,0,0,0,27,1.0,Ohio St.,College Stats,SensMi20
8,192,CHI,Karl Weiss,T,,,0,0,0,,,,,,,,,,,,,,,,,Vanderbilt,College Stats,-9999
8,193,GNB,Win Headley,C,,,0,0,0,,,,,,,,,,,,,,,,,Wake Forest,,-9999
8,194,NOR,Jimmy Elder,DB,,,0,0,0,,,,,,,,,,,,,,,,,Southern,,-9999
