Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Int,Sk,College/Univ,,-9999
1,1,TAM,Lee Roy Selmon HOF,DE,21,1984,1,6,9,78,78,121,0,0,0,0,0,0,0,0,0,0,0,,78.5,Oklahoma,College Stats,SelmLe00
1,2,SEA,Steve Niehaus,DT,21,1979,0,0,1,9,8,39,0,0,0,0,0,0,0,0,0,0,0,,10.5,Notre Dame,College Stats,NiehSt20
1,3,NOR,Chuck Muncie,RB,23,1984,0,3,7,72,34,110,4,7,126,4,0,1561,6702,71,263,2323,3,,,California,College Stats,MuncCh00
1,4,SDG,Joe Washington,RB,22,1985,0,1,4,58,4,119,5,11,179,3,1,1195,4839,12,395,3413,18,,,Oklahoma,College Stats,WashJo00
1,5,NWE,Mike Haynes HOF,DB,23,1989,2,9,12,109,65,177,0,0,0,0,0,0,0,0,0,0,0,46,2.0,Arizona St.,,HaynMi01
1,6,NYJ,Richard Todd,QB,22,1985,0,0,7,61,56,119,1610,2967,20610,124,161,259,932,14,1,1,0,,,Alabama,College Stats,ToddRi00
1,7,CLE,Mike Pruitt,RB,22,1986,0,2,8,59,55,152,0,0,0,0,0,1844,7378,51,270,1860,5,,,Purdue,College Stats,PruiMi00
1,8,CHI,Dennis Lick,T,22,1981,0,0,4,27,27,79,0,0,0,0,0,0,0,0,0,0,0,,,Wisconsin,College Stats,LickDe20
1,9,ATL,Bubba Bean,RB,22,1979,0,0,3,13,13,40,1,2,49,1,1,405,1528,6,59,494,2,,,Texas A&M,College Stats,BeanBu00
1,10,DET,James Hunter,DB,22,1982,0,0,6,41,41,86,0,0,0,0,0,0,0,0,0,0,0,27,4.0,Grambling St.,,HuntJa22
1,11,CIN,Billy Brooks,WR,23,1981,0,0,3,17,17,55,0,0,0,0,0,3,-17,0,96,1720,7,,,Oklahoma,College Stats,BrooBi01
1,12,NWE,Pete Brock,C,22,1987,0,0,6,42,42,154,0,0,0,0,0,0,0,0,1,6,1,,,Colorado,,BrocPe20
1,13,NYG,Troy Archer,DT,21,1978,0,0,2,16,16,38,0,0,0,0,0,0,0,0,0,0,0,,16.5,Colorado,,ArchTr20
1,14,KAN,Rod Walters,G,22,1980,0,0,0,7,7,55,0,0,0,0,0,0,0,0,0,0,0,,,Iowa,,WaltRo20
1,15,DEN,Tom Glassic,G,22,1983,0,0,7,36,36,105,0,0,0,0,0,0,0,0,0,0,0,,,Virginia,,GlasTo20
1,16,DET,Lawrence Gaines,RB,22,1979,0,0,0,9,9,43,0,0,0,0,0,232,892,5,25,146,1,,,Wyoming,College Stats,GainLa00
1,17,MIA,Larry Gordon,LB,22,1982,0,0,7,48,48,100,0,0,0,0,0,0,0,0,0,0,0,8,17.0,Arizona St.,,GordLa20
1,18,BUF,Mario Clark,DB,22,1984,0,0,8,48,46,126,0,0,0,0,0,0,0,0,0,0,0,26,3.0,Oregon,,ClarMa20
1,19,MIA,Kim Bokamper,DE,21,1985,0,1,8,50,50,127,0,0,0,0,0,0,0,0,0,0,0,6,40.0,San Jose St.,,BokaKi00
1,20,BAL,Ken Novak,DT,22,1977,0,0,0,5,5,23,0,0,0,0,0,0,0,0,0,0,0,,1.0,Purdue,,NovaKe20
1,21,NWE,Tim Fox,DB,22,1986,0,1,8,50,36,141,0,0,0,0,0,0,0,0,0,0,0,26,4.0,Ohio St.,College Stats,FoxxTi00
1,22,STL,Mike Dawson,DT,22,1984,0,0,7,36,33,113,0,0,0,0,0,0,0,0,0,0,0,1,33.0,Arizona,,DawsMi20
1,23,GNB,Mark Koncar,T,23,1982,0,0,4,19,19,58,0,0,0,0,0,0,0,0,0,0,0,,,Colorado,College Stats,KoncMa20
1,24,CIN,Archie Griffin,RB,22,1982,0,0,4,37,37,98,3,4,39,2,0,691,2808,7,192,1607,6,,,Ohio St.,College Stats,GrifAr00
1,25,MIN,James White,DT,22,1983,0,0,4,36,36,117,0,0,0,0,0,0,0,0,0,0,0,1,26.0,Oklahoma St.,,WhitJa20
1,26,RAM,Kevin McLain,LB,21,1979,0,0,0,14,14,48,0,0,0,0,0,0,0,0,0,0,0,,,Colorado St.,,McLaKe20
1,27,DAL,Aaron Kyle,DB,22,1982,0,0,6,37,19,95,0,0,0,0,0,0,0,0,0,0,0,11,4.0,Wyoming,,KyleAa20
1,28,PIT,Bennie Cunningham,TE,21,1985,0,0,6,30,30,118,0,0,0,0,0,0,0,0,202,2879,20,,,Clemson,College Stats,CunnBe00
2,29,SEA,Sammy Green,LB,21,1980,0,0,3,14,14,62,0,0,0,0,0,0,0,0,0,0,0,3,2.0,Florida,College Stats,GreeSa20
2,30,TAM,Jimmy DuBose,RB,21,1978,0,0,1,6,6,33,0,0,0,0,0,184,704,4,17,118,0,,,Florida,College Stats,DuboJi00
2,31,SDG,Don Macek,C,22,1989,0,0,11,64,64,162,0,0,0,0,0,0,0,0,0,0,0,,,Boston Col.,,MaceDo20
2,32,NOR,Tony Galbreath,RB,22,1987,0,0,4,58,43,170,3,7,83,0,1,1031,4072,34,490,4066,9,,,Missouri,College Stats,GalbTo00
2,33,NYJ,Shafer Suggs,DB,23,1980,0,0,4,17,17,60,0,0,0,0,0,0,0,0,0,0,0,7,1.0,Ball St.,College Stats,SuggSh20
2,34,OAK,Charles Philyaw,DE,22,1979,0,0,0,10,10,44,0,0,0,0,0,0,0,0,0,0,0,,4.0,Texas Southern,,PhilCh21
2,35,NWE,Ike Forte,RB,22,1981,0,0,0,8,4,64,0,0,0,0,0,165,511,5,39,387,2,,,Arkansas,College Stats,FortIk00
2,36,ATL,Sonny Collins,RB,23,1976,0,0,0,3,3,11,0,0,0,0,0,91,319,0,4,37,0,,,Kentucky,College Stats,CollSo00
2,37,PIT,Ray Pinney,T,22,1987,0,0,7,43,43,125,0,0,0,0,0,0,0,0,2,4,2,,,Washington,,PinnRa20
2,38,CIN,Glenn Bujnoch,G,22,1984,0,0,4,30,28,103,0,0,0,0,0,1,4,1,0,0,0,,,Texas A&M,,BujnGl20
2,39,RAM,Pat Thomas,DB,22,1982,1,2,5,40,40,87,0,0,0,0,0,0,0,0,0,0,0,26,1.0,Texas A&M,College Stats,ThomPa00
2,40,DAL,Jim Jensen,RB,22,1982,0,0,1,14,0,78,0,0,0,0,0,283,1126,4,80,651,3,,,Iowa,College Stats,JensJi01
2,41,KAN,Cliff Frazier,DT,23,1977,0,0,0,4,4,14,0,0,0,0,0,0,0,0,0,0,0,,1.0,UCLA,,FrazCl20
2,42,SFO,Randy Cross,G,22,1988,0,3,13,86,86,185,0,0,0,0,0,0,0,0,0,0,0,,,UCLA,,CrosRa00
2,43,DEN,Kurt Knoff,DB,22,1982,0,0,2,21,,70,0,0,0,0,0,0,0,0,0,0,0,10,1.0,Kansas,,KnofKu20
2,44,DET,Ken Long,G,23,1976,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,,,Purdue,,LongKe20
2,45,BUF,Ken Jones,T,23,1987,0,0,10,48,47,163,0,0,0,0,0,0,0,0,0,0,0,,1.5,Arkansas St.,,JoneKe21
2,46,DET,David Hill,TE,22,1987,0,2,10,34,28,176,0,2,0,0,1,8,37,0,358,4212,28,,,Texas A&M-Kingsville,,HillDa01
2,47,PIT,Mike Kruczek,QB,23,1980,0,0,0,7,6,36,93,154,1185,0,8,37,138,2,0,0,0,,,Boston Col.,College Stats,KrucMi00
2,48,HOU,Mike Barber,TE,23,1985,0,0,6,27,19,129,0,0,0,0,0,5,19,0,222,2788,17,,,Louisiana Tech,College Stats,BarbMi01
2,49,MIA,Loaird McCreary,TE,23,1979,0,0,0,1,1,55,0,0,0,0,0,0,0,0,8,95,3,,,Tennessee St.,,McCrLo00
2,50,OAK,Jeb Blount,QB,22,1977,0,0,0,1,,5,37,89,522,0,7,5,26,0,0,0,0,,,Tulsa,College Stats,BlouJe00
2,51,CIN,Chris Bahr,K,23,1989,0,0,0,28,11,210,0,0,0,0,0,0,0,0,0,0,0,,,Penn St.,,bahrxchr01
2,52,BUF,Joe Devlin,T,22,1989,0,0,12,59,59,191,0,0,0,0,0,0,0,0,0,0,0,,,Iowa,,DevlJo20
2,53,RAM,Ron McCartney,LB,22,1979,0,0,0,12,,45,0,0,0,0,0,0,0,0,0,0,0,,,Tennessee,,McCaRo21
2,54,MIN,Sammy White,WR,22,1985,0,2,9,53,53,128,0,0,0,0,0,18,97,0,393,6400,50,,,Grambling St.,,WhitSa00
2,55,DAL,Jim Eidson,G,22,1976,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,,,Mississippi St.,,EidsJi20
2,56,PIT,James Files,C,,,0,0,0,,,,,,,,,,,,,,,,,McNeese St.,,-9999
2,57,SFO,Eddie Lewis,DB,22,1980,0,0,1,15,11,73,0,0,0,0,0,0,0,0,0,0,0,3,1.0,Kansas,,LewiEd20
2,58,SEA,Sherman Smith,RB,21,1983,0,0,6,51,51,95,1,6,11,0,0,834,3520,28,217,2393,10,,,Miami (OH),College Stats,SmitSh00
2,59,SEA,Steve Raible,WR,22,1981,0,0,0,10,10,84,0,0,0,0,0,3,15,0,68,1017,3,,,Georgia Tech,College Stats,RaibSt00
2,60,TAM,Dewey Selmon,LB,22,1982,0,0,4,35,34,80,0,0,0,0,0,0,0,0,0,0,0,3,2.0,Oklahoma,College Stats,SelmDe20
3,61,TAM,Steve Young,T,23,1977,0,0,1,8,3,27,0,0,0,0,0,0,0,0,0,0,0,,,Colorado,,YounSt20
3,62,SEA,Jeff Lloyd,DE,22,1978,0,0,0,4,,25,0,0,0,0,0,0,0,0,0,0,0,,2.0,West Texas A&M,College Stats,LloyJe20
3,63,KAN,Keith Simons,DT,22,1979,0,0,1,9,4,49,0,0,0,0,0,0,0,0,0,0,0,,1.5,Minnesota,,SimoKe20
3,64,SDG,Larry Dorsey,WR,23,1978,0,0,0,5,3,42,0,0,0,0,0,1,-12,0,27,475,4,,,Tennessee St.,,DorsLa00
3,65,CLE,Dave Logan,WR,22,1984,0,0,7,37,37,119,0,2,0,0,0,0,0,0,263,4250,24,1,,Colorado,College Stats,LogaDa00
3,66,CHI,Brian Baschnagel,WR,22,1984,0,0,5,19,19,129,2,6,25,0,0,8,0,0,134,2024,9,,,Ohio St.,College Stats,BascBr00
3,67,NYJ,Greg Buttle,LB,22,1984,0,0,8,42,42,110,0,0,0,0,0,1,26,0,0,0,0,15,9.5,Penn St.,College Stats,ButtGr20
3,68,DET,Russ Bolinger,G,21,1985,0,0,5,32,30,121,0,0,0,0,0,0,0,0,1,-1,0,,,Long Beach St.,,BoliRu20
